;name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
25;Quand la ville dort;1950;16;112;['Crime', ' Drama', ' Film-Noir            '];7.8;85;A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.;['John Huston', None];['Sterling Hayden', 'Louis Calhern', 'Jean Hagen', 'James Whitmore']
26;La rue rouge;1945;16;102;['Drama', ' Film-Noir', ' Thriller            '];7.8;-1;A man in mid-life crisis befriends a young woman, though her fiancé persuades her to con him out of the fortune they mistakenly assume he possesses.;['Fritz Lang', None];['Edward G. Robinson', 'Joan Bennett', 'Dan Duryea', 'Margaret Lindsay']
27;Le port de l'angoisse;1944;Tous Public;100;['Adventure', ' Comedy', ' Film-Noir            '];7.8;90;During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.;['Howard Hawks', None];['Humphrey Bogart', 'Lauren Bacall', 'Walter Brennan', 'Dolores Moran']
28;L'ombre d'un doute;1943;Tous publics;108;['Film-Noir', ' Thriller            '];7.8;94;"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.";['Alfred Hitchcock', None];['Teresa Wright', 'Joseph Cotten', 'Macdonald Carey', 'Henry Travers']
29;Key Largo;1948;NaN;100;['Action', ' Crime', ' Drama            '];7.7;-1;A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.;['John Huston', None];['Humphrey Bogart', 'Edward G. Robinson', 'Lauren Bacall', 'Lionel Barrymore']
30;Huit heures de sursis;1947;Tous Public;116;['Crime', ' Drama', ' Film-Noir            '];7.7;87;A wounded Irish nationalist leader attempts to evade police following a failed robbery in Belfast.;['Carol Reed', None];['James Mason', 'Robert Newton', 'Cyril Cusack', 'F.J. McCormick']
31;Le Charlatan;1947;Tous publics;110;['Drama', ' Film-Noir            '];7.7;75;The rise and fall of Stanton Carlisle, a mentalist whose lies and deceit prove to be his downfall.;['Edmund Goulding', None];['Tyrone Power', 'Joan Blondell', 'Coleen Gray', 'Helen Walker']
32;Les tueurs;1946;Tous Public;103;['Crime', ' Drama', ' Film-Noir            '];7.7;-1;Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.;['Robert Siodmak', None];"['Burt Lancaster', 'Ava Gardner', ""Edmond O'Brien"", 'Albert Dekker']"
33;Scarface;1932;Tous publics;93;['Action', ' Crime', ' Drama            '];7.7;87;An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.;['    Directors:', 'Howard Hawks, ', 'Richard Rosson', None];['Paul Muni', 'Ann Dvorak', 'Karen Morley', 'Osgood Perkins']
34;Le port de la drogue;1953;Tous publics;80;['Crime', ' Film-Noir', ' Mystery            '];7.6;-1;A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.;['Samuel Fuller', None];['Richard Widmark', 'Jean Peters', 'Thelma Ritter', 'Murvyn Vye']
35;Gun Crazy: Le démon des armes;1950;12;87;['Crime', ' Drama', ' Film-Noir            '];7.6;74;Two disturbed young people release their fascination with guns through a crime spree.;['Joseph H. Lewis', None];['John Dall', 'Peggy Cummins', 'Berry Kroeger', 'Morris Carnovsky']
36;La cité sans voiles;1948;Tous Public;96;['Crime', ' Drama', ' Film-Noir            '];7.6;74;A step-by-step look at a murder investigation on the streets of New York.;['Jules Dassin', None];['Barry Fitzgerald', 'Howard Duff', 'Dorothy Hart', 'Don Taylor']
37;Les Démons de la liberté;1947;Tous publics;98;['Crime', ' Drama', ' Film-Noir            '];7.6;80;At a tough penitentiary, prisoner Joe Collins plans to rebel against Captain Munsey, the power-mad chief guard.;['Jules Dassin', None];['Burt Lancaster', 'Hume Cronyn', 'Charles Bickford', 'Yvonne De Carlo']
38;Gilda;1946;Tous publics;110;['Drama', ' Film-Noir', ' Romance            '];7.6;-1;A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.;['Charles Vidor', None];['Rita Hayworth', 'Glenn Ford', 'George Macready', 'Joseph Calleia']
39;Péché mortel;1945;Tous publics;110;['Drama', ' Film-Noir', ' Romance            '];7.6;-1;A writer falls in love with a young socialite and they're soon married, but her obsessive love for him threatens to be the undoing of them both as well as everyone around them.;['John M. Stahl', None];['Gene Tierney', 'Cornel Wilde', 'Jeanne Crain', 'Vincent Price']
40;La Femme au portrait;1944;Tous publics;107;['Crime', ' Drama', ' Film-Noir            '];7.6;-1;A conservative middle aged professor engages in a relationship with a femme fatale, he's plunged into a nightmarish world of blackmail and murder.;['Fritz Lang', None];['Edward G. Robinson', 'Joan Bennett', 'Raymond Massey', 'Edmund Breon']
41;La Lettre;1940;Tous publics;95;['Crime', ' Drama', ' Film-Noir            '];7.6;-1;The wife of a rubber plantation administrator shoots a man to death and claims it was self-defense, but a letter in her own hand may prove her undoing.;['William Wyler', None];['Bette Davis', 'Herbert Marshall', 'James Stephenson', 'Frieda Inescort']
