;name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
28;Silent House;2011;R;86;['Horror', ' Mystery            '];5.2;49;A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.;['    Directors:', 'Chris Kentis, ', 'Laura Lau', None];['Elizabeth Olsen', 'Adam Trese', 'Eric Sheffer Stevens', 'Julia Chan']
29;Voice from the Stone;2017;Accord parental;94;['Drama', ' Mystery', ' Thriller            '];5.2;42;Set in 1950s Tuscany, Voice from the Stone is the haunting and suspenseful story of Verena, a solemn nurse drawn to aid a young boy who has fallen silent since the sudden passing of his mother.;['Eric D. Howell', None];['Emilia Clarke', 'Marton Csokas', 'Caterina Murino', 'Remo Girone']
30;Freddy: Les Griffes de la nuit;2010;12 avec avertissement;95;['Crime', ' Drama', ' Horror            '];5.2;35;The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams.;['Samuel Bayer', None];['Jackie Earle Haley', 'Rooney Mara', 'Kyle Gallner', 'Katie Cassidy']
31;Hubie Halloween;2020;7;103;['Comedy', ' Mystery            '];5.2;53;Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.;['Steven Brill', None];['Adam Sandler', 'Kevin James', 'Julie Bowen', 'Ray Liotta']
32;Paranormal Activity: Next of Kin;2021;R;98;['Horror', ' Mystery', ' Thriller            '];5.2;37;Margot, a young woman who was abandoned by her mother as a baby, travels to a secluded Amish community with a documentary film crew seeking answers about her mother and extended family.;['William Eubank', None];['Emily Bader', 'Roland Buck III', 'Dan Lippert', 'Jaye Ayres-Brown']
33;Spirale: l'héritage de Saw;2021;16;93;['Crime', ' Horror', ' Mystery            '];5.2;40;A criminal mastermind unleashes a twisted form of justice in Spiral, the terrifying new chapter from the book of Saw.;['Darren Lynn Bousman', None];['Chris Rock', 'Samuel L. Jackson', 'Max Minghella', 'Marisol Nichols']
34;Mutant Chronicles;2008;R;111;['Action', ' Adventure', ' Mystery            '];5.2;-1;28th century soldier Mitch Hunter leads a fight against an army of underworld Mutants.;['Simon Hunter', None];['Thomas Jane', 'Ron Perlman', 'Devon Aoki', 'Sean Pertwee']
35;Spirits;I) (2008;Tous publics;85;['Horror', ' Mystery', ' Thriller            '];5.2;37;A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be connected, they investigate and learn that some mysteries are better left unsolved.;['Masayuki Ochiai', None];['Joshua Jackson', 'Rachael Taylor', 'James Kyson', 'Megumi Okina']
36;Scooby-Doo;2002;Tous publics;89;['Adventure', ' Comedy', ' Family            '];5.2;35;After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.;['Raja Gosnell', None];['Matthew Lillard', 'Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Linda Cardellini']
37;Cherry Falls;2000;16;92;['Horror', ' Mystery', ' Thriller            '];5.2;-1;In the small town of Cherry Falls, a psychotic murderer is killing off the virgins of the local high school.;['Geoffrey Wright', None];['Brittany Murphy', 'Jay Mohr', 'Michael Biehn', 'Jesse Bradford']
38;Congo;1995;Tous publics;109;['Action', ' Adventure', ' Mystery            '];5.2;22;When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.;['Frank Marshall', None];['Laura Linney', 'Tim Curry', 'Dylan Walsh', 'Ernie Hudson']
39;Color of Night;1994;R;121;['Drama', ' Mystery', ' Romance            '];5.2;36;A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that he begins having intense sexual encounters with.;['Richard Rush', None];['Bruce Willis', 'Jane March', 'Rubén Blades', 'Lesley Ann Warren']
40;La chapelle du diable;2021;12;99;['Drama', ' Horror', ' Mystery            '];5.1;36;A hearing-impaired girl is visited by the Virgin Mary and can suddenly hear, speak, and heal the sick. As people flock to witness her miracles, terrifying events unfold. Are they the work of the Virgin Mary or something much more sinister?;['Evan Spiliotopoulos', None];['Jeffrey Dean Morgan', 'Cricket Brown', 'William Sadler', 'Katie Aselton']
41;Polaroid;I) (2019;PG-13;88;['Drama', ' Horror', ' Mystery            '];5.1;-1;High school loner Bird Fitcher has no idea what dark secrets are tied to the Polaroid camera she finds. It doesn't take long to discover that those who have their picture taken with it, soon die.;['Lars Klevberg', None];['Kathryn Prescott', 'Tyler Young', 'Samantha Logan', 'Keenan Tracey']
42;Holidays;2016;NaN;105;['Fantasy', ' Horror', ' Mystery            '];5.1;50;'Holidays' is an anthology feature film that puts a uniquely dark and original spin on some of the most iconic and beloved holidays of all time by challenging our folklore, traditions and assumptions.;['    Directors:', 'Anthony Scott Burns, ', 'Kevin Kölsch, ', 'Nicholas McCarthy, ', 'Adam Egypt Mortimer, ', 'Gary Shore, ', 'Kevin Smith, ', 'Sarah Adina Smith, ', 'Scott Stewart, ', 'Dennis Widmyer', None];['Madeleine Coghlan', 'Savannah Kennick', 'Rick Peters', 'Kate Rachesky']
43;Kung Fu Yoga;2017;Tous Public;107;['Action', ' Adventure', ' Comedy            '];5.1;50;Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.;['Stanley Tong', None];['Jackie Chan', 'Yixing Zhang', 'Miya Muqi', 'Disha Patani']
44;Pay the Ghost;2015;Accord parental;94;['Horror', ' Mystery            '];5.1;23;A professor frantically searches for his son who was abducted during a Halloween carnival.;['Uli Edel', None];['Nicolas Cage', 'Sarah Wayne Callies', 'Veronica Ferres', 'Lyriq Bent']
45;Baba Yaga;2016;Tous publics;93;['Drama', ' Fantasy', ' Horror            '];5.1;45;A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.;['Caradog W. James', None];['Katee Sackhoff', 'Lucy Boynton', 'Richard Mylan', 'Nick Moran']
46;Willow Creek;2013;NaN;80;['Horror', ' Mystery', ' Thriller            '];5.1;62;A man and his girlfriend camp in the woods to capture firsthand evidence of Bigfoot.;['Bobcat Goldthwait', None];['Alexie Gilmore', 'Bryce Johnson', 'Laura Montagna', 'Bucky Sinister']
