;name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
18;Les 8 Salopards;2015;12 avec avertissement;168;['Crime', ' Drama', ' Mystery            '];7.8;68;In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.;['Quentin Tarantino', None];['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']
19;Tombstone;1993;Tous publics;130;['Biography', ' Drama', ' History            '];7.8;50;A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.;['    Directors:', 'George P. Cosmatos, ', 'Kevin Jarre', None];['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton']
20;Josey Wales hors-la-loi;1976;Tous publics;135;['Western            '];7.8;69;Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.;['Clint Eastwood', None];['Clint Eastwood', 'Sondra Locke', 'Chief Dan George', 'Bill McKinney']
21;Le plus sauvage d'entre tous;1963;NaN;112;['Drama', ' Western            '];7.8;62;Honest and hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant and egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.;['Martin Ritt', None];['Paul Newman', 'Melvyn Douglas', 'Patricia Neal', 'Brandon De Wilde']
22;La rivière rouge;1948;NaN;133;['Drama', ' Western            '];7.8;-1;Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.;['    Directors:', 'Howard Hawks, ', 'Arthur Rosson', None];['John Wayne', 'Montgomery Clift', 'Joanne Dru', 'Walter Brennan']
23;La Chevauchée fantastique;1939;Tous publics;96;['Adventure', ' Drama', ' Western            '];7.8;93;A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.;['John Ford', None];['John Wayne', 'Claire Trevor', 'Andy Devine', 'John Carradine']
24;Wind River;2017;12;107;['Crime', ' Drama', ' Mystery            '];7.7;73;A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.;['Taylor Sheridan', None];['Elizabeth Olsen', 'Jeremy Renner', 'Graham Greene', 'Kelsey Asbille']
25;El Narco;2010;NC-17;149;['Action', ' Comedy', ' Crime            '];7.7;-1;After being deported back to Mexico, a man has no choice but to join the vicious drug cartel that has corrupted his hometown in order to survive.;['Luis Estrada', None];['Damián Alcázar', 'Joaquín Cosio', 'Ernesto Gómez Cruz', 'María Rojo']
26;3h10 pour Yuma;2007;R;122;['Action', ' Crime', ' Drama            '];7.7;76;A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.;['James Mangold', None];['Russell Crowe', 'Christian Bale', 'Ben Foster', 'Logan Lerman']
27;Le shérif est en prison;1974;Tous publics;93;['Comedy', ' Western            '];7.7;73;In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.;['Mel Brooks', None];['Cleavon Little', 'Gene Wilder', 'Slim Pickens', 'Harvey Korman']
28;Les 7 mercenaires;1960;Tous publics;128;['Action', ' Adventure', ' Western            '];7.7;74;Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.;['John Sturges', None];['Yul Brynner', 'Steve McQueen', 'Charles Bronson', 'Eli Wallach']
29;Un homme est passé;1955;Tous publics;81;['Crime', ' Drama', ' Mystery            '];7.7;-1;A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.;['John Sturges', None];['Spencer Tracy', 'Robert Ryan', 'Anne Francis', 'Dean Jagger']
30;La cible humaine;1950;16;85;['Western            '];7.7;94;Notorious gunfighter Jimmy Ringo rides into town to find his true love, who doesn't want to see him. He hasn't come looking for trouble, but trouble finds him around every corner.;['Henry King', None];['Gregory Peck', 'Helen Westcott', 'Millard Mitchell', 'Jean Parker']
31;La poursuite infernale;1946;Tous Public;97;['Drama', ' Romance', ' Western            '];7.7;-1;After their cattle are stolen and their brother murdered, the Earp brothers have a score to settle with the Clanton family.;['John Ford', None];['Henry Fonda', 'Linda Darnell', 'Victor Mature', 'Cathy Downs']
32;Comancheria;II) (2016;Tous publics avec avertissement;102;['Crime', ' Drama', ' Thriller            '];7.6;88;A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.;['David Mackenzie', None];['Chris Pine', 'Ben Foster', 'Jeff Bridges', 'Gil Birmingham']
33;True Grit;2010;Tous publics;110;['Drama', ' Western            '];7.6;80;A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.;['    Directors:', 'Ethan Coen, ', 'Joel Coen', None];['Jeff Bridges', 'Matt Damon', 'Hailee Steinfeld', 'Josh Brolin']
34;Le dernier des géants;1976;Tous publics;100;['Drama', ' Romance', ' Western            '];7.6;77;A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.;['Don Siegel', None];['John Wayne', 'Lauren Bacall', 'Ron Howard', 'James Stewart']
